x,y
527.0,61517.15555555555
528.0,62516.822222222225
529.0,63443.51111111111
530.0,64289.688888888886
531.0,65014.86666666667
532.0,65616.42222222222
533.0,66066.64444444445
534.0,66342.75555555556
535.0,66463.71111111112
536.0,66413.35555555555
537.0,66212.48888888888
538.0,65865.91111111111
539.0,65408.64444444444
540.0,64870.73333333333
541.0,64273.8
542.0,63649.88888888889
543.0,63013.955555555556
544.0,62388.444444444445
545.0,61773.86666666667
546.0,61181.86666666667
547.0,60606.4
548.0,60044.71111111111
549.0,59486.62222222222
550.0,58928.333333333336
551.0,58370.6
552.0,57811.77777777778
553.0,57244.444444444445
554.0,56674.4
555.0,56098.6
556.0,55513.88888888889
557.0,54923.177777777775
558.0,54325.688888888886
559.0,53720.46666666667
560.0,53101.666666666664
561.0,52458.75555555556
562.0,51783.15555555555
563.0,51065.066666666666
564.0,50294.28888888889
565.0,49464.73333333333
566.0,48568.88888888889
567.0,47616.64444444444
568.0,46624.444444444445
569.0,45616.4
570.0,44612.37777777778
571.0,43634.311111111114
572.0,42700.46666666667
573.0,41821.822222222225
574.0,41022.73333333333
575.0,40302.177777777775
576.0,39686.02222222222
577.0,39157.46666666667
578.0,38721.57777777778
579.0,38375.64444444444
580.0,38112.37777777778
581.0,37930.044444444444
582.0,37842.22222222222
583.0,37870.37777777778
584.0,37997.46666666667
